customer_id,first_name,last_name,email,phone_number,iban,address,city,country,risk_tier,created_at
e6e4ff16-3b80-4dff-bca5-d31cd152a088,Michelle,Germain,rouxhonore@example.org,+33 (0)2 29 47 67 97,FR4864381561497840369003432,"11, avenue Jérôme Dumont, 48645 Charrier",Larocheboeuf,FR,LOW,2024-10-18 16:56:18.836055
aaedde7e-019d-494d-869a-a0b42cb35ed2,Nicole,Dupont,dmoreau@example.org,0567966416,FR2605297516136968164535218,"635, rue de Huet, 14249 Philippe",Marion,FR,MEDIUM,2024-12-16 17:23:07.148072
19c05d9c-ed16-47f4-ab23-3fd1fa72c27e,Patricia,Bègue,schmittpenelope@example.net,06 36 99 79 95,FR0952717744905814770054119,"880, rue de Lebrun, 77587 FernandesVille",Henryboeuf,FR,LOW,2026-08-14 16:03:28.865542
cd1826eb-f83c-4031-8737-5fd4dc098883,Émile,Bodin,augustinhoarau@example.net,05 87 88 92 55,FR2946659051518644925192546,"5, avenue de Weiss, 42932 Leconte",Morinnec,FR,MEDIUM,2025-09-02 11:55:17.850168
6d87be7f-dc53-496d-8c4b-b4ea9fccb99a,Alfred,Étienne,jules35@example.com,+33 3 69 22 14 18,FR5388059296222927065379473,"63, boulevard de Besnard, 59887 Merle",Gaudinnec,FR,MEDIUM,2026-08-02 21:29:42.031855
ae406443-8928-4441-9e33-2cac7aab5224,Thérèse,Bourgeois,philipperoux@example.net,05 08 81 81 41,FR6924782613750606853615305,"32, chemin Georges, 89951 Thierry",PonsVille,FR,LOW,2026-06-19 18:24:15.274510
c33b6670-1a27-4592-9946-e3990900e354,Alfred,Boucher,victoiregerard@example.net,02 46 43 41 03,FR2869711798089324609539621,"boulevard de Guillou, 97674 Lefebvrenec",Bertrandnec,FR,PEP,2026-08-13 16:27:28.126104
2da6a77e-5c5e-4c98-8d06-efdeedffe4cd,Philippe,Letellier,hamonsimone@example.org,0380195205,FR1985277221704303054868740,"60, rue Susanne Tessier, 55509 Collinboeuf",Mahe,FR,LOW,2026-01-14 14:21:29.335918
6685fd3a-0532-4e00-a260-abc813e1ff51,Alexandrie,Paul,suzanne16@example.org,03 28 84 51 15,FR7044796275705964016582029,"rue Huet, 97492 Étienne",DuhamelVille,FR,LOW,2025-11-12 01:34:39.538271
26a57277-adbc-4d2a-b7a6-58046f88250a,Margaret,Lebreton,alix71@example.net,+33 4 97 65 43 10,FR8027868144739473121727155,"344, rue de Étienne, 65329 Saint Sophie-les-Bains",Teixeira,FR,MEDIUM,2024-09-15 06:08:40.190011
ed3da2ba-88df-4b89-81bc-b93862be1276,Françoise,Baudry,chantal82@example.net,+33 (0)1 88 46 78 66,FR8591251778528922680182422,"95, rue Philippe Pierre, 81664 Marchand",Bonneau,FR,LOW,2025-09-20 18:01:34.694402
375310c7-2b5e-4a34-941e-13097475d32d,Constance,Clerc,jeanneblin@example.org,+33 4 81 90 01 09,FR2343969078447364710276773,"65, chemin de Alexandre, 17878 Buisson",Gautierboeuf,FR,MEDIUM,2025-02-19 15:22:39.717554
4c5346b0-030c-47a5-9ace-fc1fef444c55,Gérard,Da Costa,jhoarau@example.org,+33 (0)4 43 69 63 25,FR1595327877470168733950047,"701, chemin Petitjean, 46882 PoulainVille",Roux-sur-Mer,FR,LOW,2025-05-18 20:56:18.182394
213d5ad9-442c-465f-912c-07e396a271b1,Sébastien,Legrand,cbodin@example.net,0250216558,FR4152398680002578729825952,"69, boulevard de Rossi, 62825 Ribeiro-sur-Ollivier",Sainte Vincent,FR,MEDIUM,2026-01-01 06:11:44.884767
9f9fdd62-3457-4bac-8850-5b4d4493dec0,Arnaude,Guillon,stephanie09@example.com,0370097289,FR2362309130756263689702838,"78, rue Céline Rossi, 43659 Labbé",Bourdon,FR,LOW,2025-08-15 17:45:31.291262
1ef346c4-8bbf-4d48-9bc8-2f46b17af070,Paul,Lopes,maurice44@example.net,+33 7 55 75 84 41,FR0798665240415747338484219,"9, rue Roux, 13523 Wagner",Roussel-les-Bains,FR,LOW,2024-08-30 20:11:03.072736
06b18f2c-e9a7-4fdb-be81-b0d761dd21bd,Emmanuelle,Barbier,eguibert@example.com,+33 4 42 54 01 93,FR4480262067240049915478872,"61, avenue Jourdan, 32835 Garcia",Collet,FR,LOW,2025-10-15 19:24:48.283390
1f8b2ece-8a81-4c70-87ad-3f9182bb15ff,Olivie,Olivier,julietteriou@example.com,04 76 16 12 27,FR3053046374549904530174268,"5, boulevard Matthieu Vasseur, 18589 De Sousa",Besson-sur-Legros,FR,LOW,2026-01-21 19:26:00.410064
347ebaf9-2fb4-4a9e-9dec-6795d516a953,Charlotte,Boulay,paulettehoarau@example.net,+33 (0)6 08 51 91 08,FR3083982258713971870728679,"14, chemin Thérèse Bernard, 95323 Legrand-sur-Lambert",BarreBourg,FR,LOW,2025-09-26 08:45:51.662169
a7e84c50-c6f8-4e75-960d-c1748681d10c,Charles,Muller,sdavid@example.com,+33 2 61 65 67 66,FR7818251286823004786863375,"11, avenue de Bonneau, 97312 Leclerc",Saint JeannineVille,FR,LOW,2025-07-19 04:08:09.734331
21325f5e-7eb2-425a-a99c-f761e4551531,Margot,Fischer,moulinnicole@example.org,05 87 38 30 28,FR1843959953428364408926870,"68, avenue de Lejeune, 20407 Gonzalezdan",Jean,FR,LOW,2025-04-03 17:42:43.547008
f2c68b71-1262-4531-9395-d9cc88d2c2c7,Mathilde,Meunier,jboyer@example.com,02 58 63 43 51,FR8475183046990139837354033,"43, rue Françoise Lebrun, 97446 Turpinboeuf",Bertin,FR,LOW,2025-05-16 18:27:44.526885
fbf3db39-f85f-42e6-b29c-0389b65060db,Colette,Turpin,macecharlotte@example.com,+33 4 99 56 09 32,FR3204899642353693785477725,"972, rue de Hardy, 05959 Saint PauletteVille",Dos Santos-sur-Mer,FR,LOW,2024-10-15 16:55:36.783198
834d106b-163b-4b0a-9439-017cde841f99,Henri,Petit,corinnepineau@example.com,+33 (0)6 99 70 08 86,FR1300848408621182339845461,"49, rue de Ribeiro, 87947 Saint Éricnec",Hoareaudan,FR,LOW,2024-10-07 01:07:32.639498
174b24fd-0c06-491b-a96b-055ef1cd1353,Alain,Boutin,emiledidier@example.com,0236803397,FR1640148902503926142939685,"91, chemin de Vincent, 13547 Sanchez",Texier,FR,LOW,2026-03-11 19:11:00.771522
bd1391c7-6728-4e0f-8d64-f1a0d0d5d53d,Jeannine,Chauvin,antoine47@example.com,+33 4 91 86 62 96,FR5719431142626551104754121,"98, avenue de Henry, 04191 Lenoir",Sainte AliceVille,FR,LOW,2025-03-28 05:52:23.634315
8c1f5a76-f138-4f85-a740-9fbdd96ef57d,Amélie,Merle,pagesgabrielle@example.org,+33 5 19 22 44 47,FR6821264647154379937124065,"75, boulevard de Dufour, 38428 Lemonnier-sur-Bourgeois",Bouvier-les-Bains,FR,HIGH,2026-08-01 15:48:17.466604
9ba0b7d1-f7fd-45df-9434-1f026a5daae3,Timothée,Klein,ybruneau@example.org,0517465193,FR2098280737416724342661797,"168, boulevard Jeannine Diaz, 11211 Descamps",Brun,FR,LOW,2025-12-12 16:14:10.789705
17ad66a4-7070-4a32-b60f-e3834c5a784a,Benjamin,Thibault,vchretien@example.com,+33 (0)1 42 14 38 88,FR8799375679825071461125457,"85, avenue Mace, 89563 Mercier",Bertrand,FR,LOW,2026-04-10 21:08:11.444512
d8e535cd-2901-4f49-80ab-ef5af32e5d01,Gabriel,Simon,madeleine12@example.net,+33 3 25 82 58 67,FR1136226609379660334191825,"51, avenue de Evrard, 81420 Chevallier-sur-Bourdon",CosteBourg,FR,LOW,2025-05-08 04:59:35.862975
4908b804-b55b-4736-a076-0f6cdd053e17,Camille,Albert,sylviemaillet@example.net,0231251341,FR6225286692966278282742257,"8, rue Jacob, 71617 Lejeunedan",Lacombedan,FR,MEDIUM,2025-08-19 00:59:26.963219
c4015575-2b81-406a-85f2-2a2d9cd46f43,Émile,Moreno,samsonmatthieu@example.com,+33 (0)4 26 38 42 79,FR8378819148580783613407451,"rue Gallet, 75805 Lacombe",Lefort-sur-Gilbert,FR,LOW,2024-12-26 07:15:20.180609
55e075bf-90b0-4040-8123-63fe35381b25,Guillaume,Leclerc,susanlopez@example.net,0432982544,FR2394812604223253672946671,"845, chemin Inès Bernard, 97421 Bousquetboeuf",Sainte Martinnec,FR,LOW,2026-04-21 14:10:42.913342
079f2f61-6c94-4c3a-9bf8-06e927790bc7,Clémence,Royer,veronique45@example.net,+33 7 35 00 17 01,FR6527706324241541520643611,"31, rue de Paul, 87555 Saint Marthe",Mathieu,FR,PEP,2026-08-18 21:12:11.210136
0e7cf1af-5e61-4c0a-bd13-a1e7376f9a76,Audrey,Lemonnier,christianeguerin@example.org,02 33 11 55 42,FR2362218909275326973112196,"42, rue Paul Lenoir, 76714 Jacquet-sur-Merle",Sainte Lucas,FR,LOW,2025-09-09 06:16:29.080255
e55a2143-66ee-46d4-9c50-5046bed8aa06,Danielle,Roche,pcollet@example.org,+33 7 86 13 79 18,FR2105526965827109104300684,"91, boulevard de Brunet, 35185 Chevalier",Martins-les-Bains,FR,LOW,2025-09-22 21:04:50.157734
98fafbc4-d79f-4763-9eb5-7435fc8b609c,Anaïs,Coste,ruizmarthe@example.com,+33 1 80 31 61 79,FR1090421020275884252410564,"817, chemin de Lefèvre, 63979 Brun-sur-Tessier",Adam,FR,LOW,2026-03-14 22:58:39.238237
7b595e84-3dc5-446f-8164-a6ea7f43d3a2,Henriette,Parent,dumasnicole@example.net,+33 (0)1 73 03 07 56,FR6522086353654195180238061,"25, avenue de Petit, 47305 Thibault",Rousset,FR,MEDIUM,2025-11-24 22:31:49.008074
52c07ece-b3fa-4a08-b7a7-d9b9efb15f2a,Célina,Tessier,xleleu@example.org,+33 2 85 06 03 85,FR4605064138367024103865719,"26, boulevard de Bonnet, 55778 Gomez",Bertin,FR,MEDIUM,2026-05-10 15:09:22.344706
5eb34f2c-074c-4b18-9675-019772eabc2c,Suzanne,Carlier,timothee74@example.org,+33 (0)3 57 29 12 12,FR4777561853747411249035213,"504, rue Lebon, 57669 MenardBourg",Henry-les-Bains,FR,LOW,2024-11-23 18:36:20.640564
2db4b5ea-8857-4876-85bd-e45365b564d6,Charles,Valette,gillesphilippe@example.com,0231994101,FR3737215107029667066253244,"4, chemin de Didier, 52663 BonnetBourg",Jacob,FR,LOW,2024-12-05 07:18:05.524656
8bc1f467-dde3-4ee3-b4ec-0c6a5c30e488,Luc,Weiss,louisedevaux@example.org,04 92 78 75 98,FR7556420593040785932133480,"35, rue Allain, 40925 Maury",Sainte Hélène,FR,LOW,2025-10-12 18:13:26.222610
6c02b8ce-4a03-4be8-bd9a-ebcc227d9425,Geneviève,Roche,tallard@example.org,01 69 10 39 30,FR1887059325250029218515691,"32, avenue de Riou, 62764 Roger",Lemonnierboeuf,FR,LOW,2025-02-06 03:01:59.653925
3eedb476-02b0-4d18-a887-1d3f15f405af,Jacqueline,Roger,ule-gall@example.net,0255209690,FR7329593917251355215704331,"1, avenue Navarro, 93529 Pasquier",Hoareauboeuf,FR,LOW,2025-09-29 21:58:32.395403
32f3f3b1-a804-4332-b78b-03c71ca80d86,Eugène,Voisin,isaacsauvage@example.org,+33 (0)4 49 05 41 15,FR0826218159970629620153368,"44, rue Carlier, 73662 BrunetVille",Bernard,FR,HIGH,2025-07-05 09:55:40.622283
d8403d82-b1fb-440e-ba10-f986b9217924,Théodore,Peltier,gbourgeois@example.org,+33 3 23 41 71 46,FR9077418625652704774349021,"78, rue de Lenoir, 08960 Barbenec",Torresdan,FR,MEDIUM,2025-10-19 09:53:51.345753
b44a26e9-4dac-476e-8bad-1d0ec98eee4d,Noël,Ollivier,edouard60@example.net,+33 2 51 72 23 32,FR9206163294511686854870998,"rue William Duhamel, 75696 Saint GenevièveBourg",Regnier,FR,LOW,2026-05-31 23:27:49.199130
25846955-fa7c-4de9-8be5-ead533b3bf55,Antoinette,Aubry,fbegue@example.net,01 69 24 62 99,FR7960653074505444713247546,"73, avenue de Thierry, 66988 Lefèvre",LerouxBourg,FR,LOW,2025-04-11 07:48:22.636843
4dd140ae-f08f-4572-9cae-e083bcba08de,Corinne,Antoine,reneehardy@example.net,+33 (0)3 24 33 03 07,FR8005345786103579727985524,"7, rue Masse, 97437 Jourdan",Labbé,FR,LOW,2025-01-25 01:39:14.306301
ee2320a7-a570-4241-9af0-d1b072cc0231,Manon,Lejeune,valettepauline@example.net,+33 (0)6 62 29 03 49,FR5944665743748969108589944,"6, chemin Robert Bertin, 83828 Roche",Blondel,FR,HIGH,2026-03-09 05:16:30.372918
a56271bc-04ca-428f-87e2-90c4487a803e,Bertrand,Brunel,upeltier@example.net,+33 1 53 74 46 66,FR2009935387584282417248251,"74, chemin Raymond Mary, 37574 Sainte BernardBourg",LeclercqBourg,FR,LOW,2026-05-22 17:53:59.251209
9bc8e11f-11bc-478d-aa14-d2fe5ab5c775,Alex,Laporte,antoinette02@example.org,+33 4 84 69 72 52,FR3117525007432927129666676,"rue de Foucher, 47114 Boulay",AubertVille,FR,LOW,2026-01-03 09:46:08.890790
599bc869-947c-4ed8-9700-8cff7aeb31d2,Lorraine,Peron,mauricelemonnier@example.com,0256168942,FR0310447898562575326033230,"rue Alexandria Riou, 32889 FerrandVille",Rousseau-sur-Peltier,FR,LOW,2024-11-14 00:44:19.212718
b1868a7b-41c1-49e0-9122-60c8713b9e6c,Virginie,Lefebvre,blotgabriel@example.com,05 19 18 47 23,FR2204618499261891411739348,"34, boulevard Mahe, 26804 Rémy-sur-Mer",Saint Marguerite,FR,LOW,2024-10-31 01:42:02.220416
2375d52a-a2f5-4fe6-b812-4b8d3ce6422e,Frédéric,Baudry,fgerard@example.net,+33 (0)2 40 43 74 47,FR7701204556110022557941552,"57, avenue Susanne De Oliveira, 83916 Marie",Grenier,FR,LOW,2026-02-08 16:26:11.383368
f3d03788-1cc9-47d9-8aa4-9dee3943b0c2,Camille,Leroux,delattrejeanne@example.com,03 28 96 59 02,FR8777167014508993588916375,"190, rue de Bodin, 60972 GaillardBourg",Lebrun-sur-Mer,FR,LOW,2025-04-25 18:26:06.378421
3f640174-3c9f-4beb-94af-9bbc34f30c25,Roger,Girard,emmanuelleweiss@example.com,03 75 17 79 71,FR0677517016608801994883755,"95, boulevard de Reynaud, 91772 Auger",NoëlBourg,FR,MEDIUM,2026-03-04 17:22:42.471473
3b9f1c13-4c25-42df-9d9c-3cd2a81f802c,Matthieu,Bernard,adrienne48@example.net,0244027261,FR2449331637351609177982708,"89, rue de Jacquot, 74277 Duval",Descampsboeuf,FR,LOW,2025-08-30 07:09:43.902713
c7ded1ac-56da-4db5-ada2-9e32b1987cc8,Alice,Humbert,robertchauvin@example.com,0630226984,FR4885833394522885158799684,"rue de Laurent, 48248 Saint Luc",Hamel,FR,LOW,2026-03-23 20:55:08.042432
e89853cc-3406-4113-b856-96809f4a351f,Sébastien,Normand,william04@example.org,+33 (0)4 92 71 98 38,FR8063840666580043973598933,"31, boulevard Mathieu, 48141 Lopes-la-Forêt",Renard,FR,PEP,2025-10-27 15:30:31.700025
80496515-3920-400e-b60e-8d943bbd6a95,Pierre,Thomas,chantal20@example.org,0177947985,FR6415832818268861533555439,"2, chemin de Cohen, 30757 Loiseau-sur-Berger",Sainte Alex,FR,LOW,2026-06-27 03:01:59.793547
d8fe9159-bc1a-4bdd-a1e9-35a3a51e49a5,Gabriel,Collin,elodie40@example.net,0607043581,FR5012880133613861207501102,"4, avenue Amélie Lebreton, 80514 GomesVille",MailletBourg,FR,LOW,2025-09-21 17:48:18.039483
3c92bb1a-e9e5-4dad-9052-eeff8be1f427,Lucy,Fouquet,boulaynoemi@example.net,+33 (0)2 21 58 14 49,FR6114766072832684245088210,"968, chemin Lacroix, 95859 Lecomte",Imbert-les-Bains,FR,LOW,2024-12-22 15:07:12.339418
13a35ec1-990a-4017-9cb5-fd99fe5d5c9d,Matthieu,Chauvet,leon12@example.net,+33 (0)6 35 81 41 41,FR1539755231491357759492995,"60, rue Mendès, 94756 Baronboeuf",Potier,FR,LOW,2026-02-13 11:28:22.021419
26fac67b-ced1-4433-9702-874d83d0fb48,Christiane,Pinto,xpelletier@example.com,02 45 29 14 28,FR2134110809969308488725639,"98, avenue Marchal, 64110 Bonneau",Boulay,FR,LOW,2025-09-06 14:56:34.989944
7956adae-4f02-4e74-96f7-12184501ff08,Caroline,Leroux,genevievemoreno@example.net,+33 6 99 50 37 31,FR7045303856770051844989266,"9, avenue Maurice Blondel, 51461 Coulon",TexierVille,FR,MEDIUM,2025-08-28 15:18:38.467959
da3526eb-8a0d-481c-9669-eb80349144cf,Guillaume,Besnard,michelgarnier@example.net,0362222591,FR3636517773926030299228092,"92, boulevard Geneviève Diaz, 03999 Clément",Pons,FR,LOW,2025-11-13 02:39:59.276022
ca1f0233-306d-4994-8254-75c664b6e299,Charlotte,Leduc,matthieubouchet@example.net,+33 3 29 98 42 57,FR3099136621038862912799088,"rue Josette Gimenez, 01893 Barbenec",Bertrand,FR,LOW,2026-01-18 16:05:03.774405
20f8e4f5-5a7a-4fda-873a-02ed71d6bdbd,Aurélie,Rolland,ylecoq@example.com,+33 (0)5 64 24 73 14,FR7498643009818063565126944,"59, avenue de Faivre, 26523 Pascaldan",Lemaître,FR,LOW,2025-10-09 11:06:36.763209
e823345f-1b76-496f-99c4-604c9593c5c3,Christine,Fleury,hortense56@example.net,+33 2 50 37 21 38,FR8365890260127961143519066,"802, rue Luc Descamps, 66392 Fontaine",Gros-sur-Blondel,FR,PEP,2026-01-19 06:13:51.641807
ac6f8345-8b2b-4a50-a828-8a7723a9d74f,Laetitia,Roy,alvesolivier@example.net,+33 (0)2 97 14 65 66,FR9593801184895543937690426,"9, chemin Gabriel Blanchet, 32997 Bruneau-la-Forêt",Hoareaudan,FR,LOW,2026-03-12 12:02:26.859525
66bb1d5e-e423-405a-ba38-27f3b306f50e,Olivie,Maillot,dbazin@example.net,+33 (0)6 98 14 16 33,FR1456588043416518275539423,"43, rue Michel Renaud, 31956 Hamon-sur-Meyer",Saint Édouarddan,FR,PEP,2025-11-18 10:39:55.616911
b5457292-9196-469c-8c88-5f4fa0d60353,Paulette,Allard,leducalix@example.net,0779472846,FR6039208678085627187500369,"59, boulevard Charles, 30375 Raymondboeuf",Gonzalez,FR,MEDIUM,2025-08-26 09:32:31.477767
94045ebe-36a1-4164-824b-b7865c1b8451,Marc,Humbert,aimee64@example.com,+33 2 57 93 14 38,FR8166322702672885744890612,"27, chemin Raymond Alves, 46673 Boucherboeuf",Sainte Gérard,FR,LOW,2025-05-10 12:29:43.799342
56a50b8d-0289-4a24-8a5e-ecd736cfce34,Margaret,Seguin,hortensebruneau@example.net,+33 4 37 55 87 71,FR1269472256996112535544964,"787, rue Simon, 17845 Peltier",Bernier,FR,MEDIUM,2026-01-20 21:37:39.972617
60158467-9c2d-4fd5-8ef6-344d46fb483a,Édouard,Lacroix,anastasiehenry@example.org,+33 (0)6 68 00 68 11,FR7349216433472282005577848,"829, boulevard de Gay, 67755 Ruizboeuf",Gimenez-sur-Mer,FR,LOW,2026-04-06 21:05:45.073178
11583f62-83f0-46fd-b580-47de219e4e04,Capucine,Le Gall,antoinette42@example.com,+33 (0)1 30 82 54 78,FR6107740649308536866326634,"58, boulevard Suzanne Royer, 52292 Saint Grégoire-la-Forêt",Sainte Lauredan,FR,LOW,2025-03-13 20:16:13.822503
2d28788b-36f6-40cb-95f1-5f1f50ff84b9,Laurence,Marin,tristanmoreau@example.org,+33 (0)1 48 21 44 27,FR7803120735647570512046187,"16, rue Collin, 97366 Gallet",Saint Céline,FR,LOW,2026-02-15 04:40:17.636061
ca0fdf9f-1db0-47bb-96c1-cbd1a9a24d23,Étienne,Dijoux,christelleperrier@example.net,0474208814,FR5574350313650249163009792,"rue Didier, 12802 Maillot-sur-Thierry",Saint Agathe,FR,LOW,2025-12-10 21:43:23.691491
94531060-d8d8-4a23-b07c-f9b86c859409,Martine,Regnier,marchandclaire@example.org,0486730652,FR9540778487392855749821827,"157, boulevard de Gillet, 93289 Sainte Philippine",Dupuis-sur-Lebrun,FR,LOW,2026-02-04 17:38:02.165352
38b3c960-ec1f-4744-b09e-42e426243157,Margaux,Tanguy,haubert@example.net,02 90 94 56 51,FR6918102203173109678994053,"avenue Chevalier, 59920 Sainte Frédérique",TessierVille,FR,LOW,2026-04-20 17:03:31.290146
8a0fee05-e963-440f-bb89-dc23a192631b,René,Evrard,perondavid@example.com,+33 (0)3 64 81 13 86,FR8933839288619576122868528,"68, avenue Paulette Couturier, 55945 Raynaud",Thibault,FR,LOW,2025-09-29 15:00:10.394347
a47f1dd2-3062-4ed7-beed-a420212dd24f,Alexandria,Gosselin,agnes77@example.com,+33 (0)1 60 49 08 24,FR5404335048889921075224593,"71, rue de Peron, 10840 Guillet",Coulon,FR,HIGH,2026-04-22 05:12:48.821739
